"","term_id","p_value","source","term_name","parents"
"691","GO:1900138","0.0368568433028105","GO:BP","negative regulation of phospholipase A2 activity","c(""GO:0010519"", ""GO:0032429"")"
"692","GO:0021773","0.0368568433028105","GO:BP","striatal medium spiny neuron differentiation","c(""GO:0021756"", ""GO:0021879"", ""GO:0097154"")"
"693","GO:1901321","0.0368568433028105","GO:BP","positive regulation of heart induction","c(""GO:0003129"", ""GO:0090381"", ""GO:0110110"")"
"694","GO:0002605","0.0368568433028105","GO:BP","negative regulation of dendritic cell antigen processing and presentation","c(""GO:0002468"", ""GO:0002578"", ""GO:0002604"")"
"695","GO:1905643","0.0368568433028105","GO:BP","positive regulation of DNA methylation","c(""GO:0006306"", ""GO:0044030"", ""GO:0051054"")"
"696","GO:0140213","0.0368568433028105","GO:BP","negative regulation of long-chain fatty acid import into cell","c(""GO:0044539"", ""GO:0140212"", ""GO:2000192"")"
"697","GO:2000330","0.0368568433028105","GO:BP","positive regulation of T-helper 17 cell lineage commitment","c(""GO:0010455"", ""GO:0072540"", ""GO:2000321"", ""GO:2000328"")"
"698","GO:1903690","0.0368568433028105","GO:BP","negative regulation of wound healing, spreading of epidermal cells","c(""GO:0030336"", ""GO:0035313"", ""GO:0061045"", ""GO:1903689"")"
"699","GO:0043903","0.0368568433028105","GO:BP","regulation of biological process involved in symbiotic interaction","c(""GO:0044403"", ""GO:0050789"")"
"700","GO:0051893","0.0368568433028105","GO:BP","regulation of focal adhesion assembly","c(""GO:0001952"", ""GO:0048041"", ""GO:0090109"")"
"701","GO:0060935","0.0368568433028105","GO:BP","cardiac fibroblast cell differentiation","GO:0035051"
"702","GO:0090109","0.0368568433028105","GO:BP","regulation of cell-substrate junction assembly","c(""GO:0007044"", ""GO:0150116"", ""GO:1901888"")"
"703","GO:0090082","0.0368568433028105","GO:BP","positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway","c(""GO:0003308"", ""GO:0090081"", ""GO:0090090"", ""GO:1901321"")"
"704","GO:0035789","0.0368568433028105","GO:BP","metanephric mesenchymal cell migration","GO:0035788"
"705","GO:0000271","0.0368568433028105","GO:BP","polysaccharide biosynthetic process","c(""GO:0005976"", ""GO:0009059"", ""GO:0016051"")"
"706","GO:0060936","0.0368568433028105","GO:BP","cardiac fibroblast cell development","c(""GO:0055006"", ""GO:0060935"")"
"707","GO:0010748","0.0368568433028105","GO:BP","negative regulation of long-chain fatty acid import across plasma membrane","c(""GO:0010746"", ""GO:0015911"", ""GO:0034763"", ""GO:0140213"")"
"708","GO:0097252","0.0368568433028105","GO:BP","oligodendrocyte apoptotic process","GO:0034349"
"709","GO:0072131","0.0368568433028105","GO:BP","kidney mesenchyme morphogenesis","c(""GO:0072074"", ""GO:0072132"")"
"710","GO:0035880","0.0368568433028105","GO:BP","embryonic nail plate morphogenesis","c(""GO:0035878"", ""GO:0042733"", ""GO:0048598"")"
"711","GO:0044000","0.0368568433028105","GO:BP","movement in host","GO:0051701"
"712","GO:0072133","0.0368568433028105","GO:BP","metanephric mesenchyme morphogenesis","c(""GO:0072075"", ""GO:0072131"")"
"713","GO:0061317","0.0368568433028105","GO:BP","canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment","c(""GO:0060923"", ""GO:0061316"")"
"714","GO:0035295","0.0369745871678248","GO:BP","tube development","c(""GO:0007275"", ""GO:0048856"")"
"715","GO:0050863","0.036978311910821","GO:BP","regulation of T cell activation","c(""GO:0042110"", ""GO:0051249"")"
"716","GO:0048524","0.0374774908788051","GO:BP","positive regulation of viral process","c(""GO:0016032"", ""GO:0048518"", ""GO:0050792"")"
"717","GO:2000179","0.0374774908788051","GO:BP","positive regulation of neural precursor cell proliferation","c(""GO:0008284"", ""GO:0061351"", ""GO:2000177"")"
"718","GO:0003013","0.0378867696226058","GO:BP","circulatory system process","GO:0003008"
"719","GO:2000379","0.0384675911390192","GO:BP","positive regulation of reactive oxygen species metabolic process","c(""GO:0031325"", ""GO:0072593"", ""GO:2000377"")"
"720","GO:0005667","0.0386360926639241","GO:CC","transcription regulator complex","GO:0032991"
"721","GO:0071897","0.0387849647374103","GO:BP","DNA biosynthetic process","c(""GO:0006259"", ""GO:0009059"", ""GO:0034654"")"
"722","GO:0019219","0.0391377474320552","GO:BP","regulation of nucleobase-containing compound metabolic process","c(""GO:0006139"", ""GO:0031323"", ""GO:0051171"", ""GO:0080090"")"
"723","GO:0031399","0.0402071030829056","GO:BP","regulation of protein modification process","c(""GO:0036211"", ""GO:0051246"")"
"724","GO:0150116","0.0404722108750712","GO:BP","regulation of cell-substrate junction organization","c(""GO:0051128"", ""GO:0150115"")"
"725","GO:0023052","0.0407341785721377","GO:BP","signaling","GO:0050789"
"726","GO:0071674","0.0411585764310597","GO:BP","mononuclear cell migration","GO:0050900"
"727","GO:0002548","0.0414186496025666","GO:BP","monocyte chemotaxis","c(""GO:0030595"", ""GO:0071674"", ""GO:0097529"")"
"728","GO:0042692","0.0418316164267055","GO:BP","muscle cell differentiation","c(""GO:0030154"", ""GO:0061061"")"
"729","GO:0006024","0.0418316164267055","GO:BP","glycosaminoglycan biosynthetic process","c(""GO:0006023"", ""GO:0030203"")"
"730","GO:0044860","0.0418316164267055","GO:BP","protein localization to plasma membrane raft","c(""GO:1903044"", ""GO:1990778"")"
"731","GO:0072144","0.0418316164267055","GO:BP","glomerular mesangial cell development","c(""GO:0002064"", ""GO:0072008"", ""GO:0072143"")"
"732","GO:0061316","0.0418316164267055","GO:BP","canonical Wnt signaling pathway involved in heart development","c(""GO:0003306"", ""GO:0060070"")"
"733","GO:0048598","0.0418316164267055","GO:BP","embryonic morphogenesis","c(""GO:0009653"", ""GO:0009790"")"
"734","GO:1904259","0.0418316164267055","GO:BP","regulation of basement membrane assembly involved in embryonic body morphogenesis","c(""GO:0045995"", ""GO:0110011"", ""GO:1901201"", ""GO:2001197"")"
"735","GO:1904261","0.0418316164267055","GO:BP","positive regulation of basement membrane assembly involved in embryonic body morphogenesis","c(""GO:0051094"", ""GO:1901203"", ""GO:1904259"", ""GO:2001197"")"
"736","GO:1904340","0.0418316164267055","GO:BP","positive regulation of dopaminergic neuron differentiation","c(""GO:0045666"", ""GO:0071542"", ""GO:1904338"")"
"737","GO:0046637","0.0418316164267055","GO:BP","regulation of alpha-beta T cell differentiation","c(""GO:0045580"", ""GO:0046632"", ""GO:0046634"")"
"738","GO:0046635","0.0418316164267055","GO:BP","positive regulation of alpha-beta T cell activation","c(""GO:0046631"", ""GO:0046634"", ""GO:0050870"")"
"739","GO:0051701","0.0418316164267055","GO:BP","biological process involved in interaction with host","GO:0044403"
"740","GO:0048550","0.0418316164267055","GO:BP","negative regulation of pinocytosis","c(""GO:0006907"", ""GO:0045806"", ""GO:0048548"")"
"741","GO:0045637","0.0418316164267055","GO:BP","regulation of myeloid cell differentiation","c(""GO:0030099"", ""GO:1903706"")"
"742","GO:1904956","0.0418316164267055","GO:BP","regulation of midbrain dopaminergic neuron differentiation","c(""GO:1904338"", ""GO:1904948"")"
"743","GO:0045936","0.0418316164267055","GO:BP","negative regulation of phosphate metabolic process","c(""GO:0006796"", ""GO:0010563"", ""GO:0019220"")"
"744","GO:0061044","0.0418316164267055","GO:BP","negative regulation of vascular wound healing","c(""GO:0016525"", ""GO:0061042"", ""GO:0061043"", ""GO:0061045"")"
"745","GO:0042661","0.0418316164267055","GO:BP","regulation of mesodermal cell fate specification","c(""GO:0007501"", ""GO:0042659"", ""GO:1905770"", ""GO:2000027"")"
"746","GO:0045893","0.0418316164267055","GO:BP","positive regulation of DNA-templated transcription","c(""GO:0006351"", ""GO:0006355"", ""GO:1902680"")"
"747","GO:0002580","0.0418316164267055","GO:BP","regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","c(""GO:0002504"", ""GO:0002577"")"
"748","GO:0070374","0.0418316164267055","GO:BP","positive regulation of ERK1 and ERK2 cascade","c(""GO:0043410"", ""GO:0070371"", ""GO:0070372"")"
"749","GO:2000036","0.0418316164267055","GO:BP","regulation of stem cell population maintenance","c(""GO:0019827"", ""GO:0050793"", ""GO:0051239"")"
"750","GO:2001197","0.0418316164267055","GO:BP","basement membrane assembly involved in embryonic body morphogenesis","c(""GO:0010172"", ""GO:0010927"", ""GO:0070831"")"
"751","GO:0044419","0.0418316164267055","GO:BP","biological process involved in interspecies interaction between organisms","GO:0008150"
"752","GO:1901654","0.0418316164267055","GO:BP","response to ketone","c(""GO:0010033"", ""GO:1901700"")"
"753","GO:1902396","0.0418316164267055","GO:BP","protein localization to bicellular tight junction","GO:0150105"
"754","GO:0090244","0.0418316164267055","GO:BP","Wnt signaling pathway involved in somitogenesis","c(""GO:0001756"", ""GO:0016055"")"
"755","GO:1900084","0.0418316164267055","GO:BP","regulation of peptidyl-tyrosine autophosphorylation","c(""GO:0031952"", ""GO:0038083"", ""GO:0050730"")"
"756","GO:0090081","0.0418316164267055","GO:BP","regulation of heart induction by regulation of canonical Wnt signaling pathway","c(""GO:0003307"", ""GO:0042659"", ""GO:0060828"", ""GO:0090381"", ""GO:0100012"")"
"757","GO:0097368","0.0418316164267055","GO:BP","establishment of Sertoli cell barrier","GO:0060009"
"758","GO:0007169","0.0418316164267055","GO:BP","transmembrane receptor protein tyrosine kinase signaling pathway","GO:0007167"
"759","GO:1902680","0.0418316164267055","GO:BP","positive regulation of RNA biosynthetic process","c(""GO:0010557"", ""GO:0032774"", ""GO:0051254"", ""GO:2001141"")"
"760","GO:1901979","0.0418316164267055","GO:BP","regulation of inward rectifier potassium channel activity","c(""GO:1901016"", ""GO:2001257"")"
"761","GO:0009996","0.0418316164267055","GO:BP","negative regulation of cell fate specification","c(""GO:0001708"", ""GO:0010454"", ""GO:0042659"")"
"762","GO:0010511","0.0418316164267055","GO:BP","regulation of phosphatidylinositol biosynthetic process","c(""GO:0006661"", ""GO:0031326"", ""GO:0071071"")"
"763","GO:0086003","0.0418316164267055","GO:BP","cardiac muscle cell contraction","c(""GO:0060048"", ""GO:0070252"")"
"764","GO:0097190","0.0418316164267055","GO:BP","apoptotic signaling pathway","c(""GO:0006915"", ""GO:0007165"")"
"765","GO:0007223","0.0418316164267055","GO:BP","Wnt signaling pathway, calcium modulating pathway","GO:0035567"
"766","GO:0015757","0.0418316164267055","GO:BP","galactose transmembrane transport","GO:0008645"
"767","GO:0090677","0.0418316164267055","GO:BP","reversible differentiation","GO:0036166"
"768","GO:0098708","0.0418316164267055","GO:BP","glucose import across plasma membrane","c(""GO:0140271"", ""GO:1904659"")"
"769","GO:0072223","0.0418316164267055","GO:BP","metanephric glomerular mesangium development","c(""GO:0072109"", ""GO:0072239"")"
"770","GO:0035788","0.0418316164267055","GO:BP","cell migration involved in metanephros development","c(""GO:0001656"", ""GO:0035787"")"
"771","GO:0050789","0.0418316164267055","GO:BP","regulation of biological process","c(""GO:0008150"", ""GO:0065007"")"
"772","GO:0007267","0.0418316164267055","GO:BP","cell-cell signaling","c(""GO:0007154"", ""GO:0023052"")"
"773","GO:0050900","0.0418316164267055","GO:BP","leukocyte migration","c(""GO:0002376"", ""GO:0016477"")"
"774","GO:0010563","0.0418316164267055","GO:BP","negative regulation of phosphorus metabolic process","c(""GO:0006793"", ""GO:0031324"", ""GO:0051174"")"
"775","GO:0044271","0.0420303847454865","GO:BP","cellular nitrogen compound biosynthetic process","c(""GO:0034641"", ""GO:0044249"")"
"776","GO:0048514","0.0423168952782886","GO:BP","blood vessel morphogenesis","c(""GO:0001568"", ""GO:0035239"")"
"777","GO:0035567","0.0423887120089084","GO:BP","non-canonical Wnt signaling pathway","GO:0016055"
"778","GO:0050866","0.0423887120089084","GO:BP","negative regulation of cell activation","c(""GO:0001775"", ""GO:0048523"", ""GO:0050865"", ""GO:0051241"")"
"779","GO:0006023","0.0423887120089084","GO:BP","aminoglycan biosynthetic process","c(""GO:0006022"", ""GO:0009059"", ""GO:1901137"", ""GO:1901566"")"
"780","GO:0070527","0.0423887120089084","GO:BP","platelet aggregation","c(""GO:0030168"", ""GO:0034109"")"
"781","GO:0042698","0.0423887120089084","GO:BP","ovulation cycle","c(""GO:0048511"", ""GO:0048609"")"
"782","GO:2000573","0.0423887120089084","GO:BP","positive regulation of DNA biosynthetic process","c(""GO:0010557"", ""GO:0051054"", ""GO:0071897"", ""GO:2000278"")"
"783","GO:0090307","0.0432578252435138","GO:BP","mitotic spindle assembly","c(""GO:0000070"", ""GO:0007052"", ""GO:0051225"")"
"784","GO:0007159","0.0432578252435138","GO:BP","leukocyte cell-cell adhesion","GO:0098609"
"785","GO:0086001","0.0432578252435138","GO:BP","cardiac muscle cell action potential","GO:0001508"
"786","GO:0001654","0.0434927543734901","GO:BP","eye development","c(""GO:0007423"", ""GO:0150063"")"
"787","GO:0071222","0.0436297682372936","GO:BP","cellular response to lipopolysaccharide","c(""GO:0032496"", ""GO:0071219"", ""GO:0071396"", ""GO:1901701"")"
"788","GO:0009952","0.0436297682372936","GO:BP","anterior/posterior pattern specification","GO:0003002"
"789","GO:0009612","0.0439226558232964","GO:BP","response to mechanical stimulus","c(""GO:0009605"", ""GO:0009628"")"
"790","GO:0007164","0.0439226558232964","GO:BP","establishment of tissue polarity","GO:0009653"
"791","GO:0001736","0.0439226558232964","GO:BP","establishment of planar polarity","c(""GO:0001738"", ""GO:0007164"")"
"792","GO:2000514","0.0439226558232964","GO:BP","regulation of CD4-positive, alpha-beta T cell activation","c(""GO:0035710"", ""GO:0046634"")"
"793","GO:0016310","0.0439625616201426","GO:BP","phosphorylation","GO:0006796"
"794","GO:0150063","0.0444373522991192","GO:BP","visual system development","GO:0048880"
"795","GO:0042509","0.0448486816961816","GO:BP","regulation of tyrosine phosphorylation of STAT protein","c(""GO:0007260"", ""GO:0050730"")"
"796","GO:0051276","0.0449234304978205","GO:BP","chromosome organization","GO:0006996"
"797","GO:0031523","0.0456341305239677","GO:CC","Myb complex","GO:0140513"
"798","GO:0099512","0.0456341305239677","GO:CC","supramolecular fiber","GO:0099081"
"799","GO:0051173","0.0458064160269165","GO:BP","positive regulation of nitrogen compound metabolic process","c(""GO:0006807"", ""GO:0009893"", ""GO:0051171"")"
"800","GO:0061097","0.0458064160269165","GO:BP","regulation of protein tyrosine kinase activity","c(""GO:0045859"", ""GO:0050730"")"
"801","GO:0099081","0.0458711457643328","GO:CC","supramolecular polymer","GO:0099080"
"802","GO:0001533","0.0458711457643328","GO:CC","cornified envelope","GO:0005886"
"803","GO:0046880","0.0460237608425219","GO:BP","regulation of follicle-stimulating hormone secretion","c(""GO:0032276"", ""GO:0046884"")"
"804","GO:0120317","0.0460237608425219","GO:BP","sperm mitochondrial sheath assembly","c(""GO:0022412"", ""GO:0022607"", ""GO:0120316"")"
"805","GO:0044854","0.0460237608425219","GO:BP","plasma membrane raft assembly","c(""GO:0001765"", ""GO:0044857"")"
"806","GO:0100012","0.0460237608425219","GO:BP","regulation of heart induction by canonical Wnt signaling pathway","c(""GO:0060070"", ""GO:0090381"")"
"807","GO:0072143","0.0460237608425219","GO:BP","mesangial cell development","c(""GO:0048468"", ""GO:0072007"")"
"808","GO:0098914","0.0460237608425219","GO:BP","membrane repolarization during atrial cardiac muscle cell action potential","c(""GO:0086013"", ""GO:0086014"", ""GO:0099624"")"
"809","GO:0030900","0.0460237608425219","GO:BP","forebrain development","c(""GO:0007420"", ""GO:0048856"")"
"810","GO:0045578","0.0460237608425219","GO:BP","negative regulation of B cell differentiation","c(""GO:0030183"", ""GO:0045577"", ""GO:0045620"", ""GO:0050869"")"
"811","GO:0098704","0.0460237608425219","GO:BP","carbohydrate import across plasma membrane","c(""GO:0034219"", ""GO:0098657"", ""GO:0098739"")"
"812","GO:0060537","0.0460237608425219","GO:BP","muscle tissue development","GO:0009888"
"813","GO:0010746","0.0460237608425219","GO:BP","regulation of long-chain fatty acid import across plasma membrane","c(""GO:0015911"", ""GO:0034762"", ""GO:0140212"")"
"814","GO:0072008","0.0460237608425219","GO:BP","glomerular mesangial cell differentiation","c(""GO:0035850"", ""GO:0072007"", ""GO:0072109"")"
"815","GO:0051049","0.0460237608425219","GO:BP","regulation of transport","c(""GO:0006810"", ""GO:0032879"")"
"816","GO:0051799","0.0460237608425219","GO:BP","negative regulation of hair follicle development","c(""GO:0001942"", ""GO:0051093"", ""GO:0051241"", ""GO:0051797"")"
"817","GO:0097350","0.0460237608425219","GO:BP","neutrophil clearance","c(""GO:0001780"", ""GO:0043277"")"
"818","GO:0051890","0.0460237608425219","GO:BP","regulation of cardioblast differentiation","c(""GO:0010002"", ""GO:1905207"", ""GO:2000736"")"
"819","GO:0090381","0.0460237608425219","GO:BP","regulation of heart induction","c(""GO:0003129"", ""GO:0003156"", ""GO:0051239"", ""GO:2000826"")"
"820","GO:0035787","0.0460237608425219","GO:BP","cell migration involved in kidney development","c(""GO:0001822"", ""GO:0016477"")"
"821","GO:0097187","0.0460237608425219","GO:BP","dentinogenesis","c(""GO:0042475"", ""GO:0048646"")"
"822","GO:0046881","0.0460237608425219","GO:BP","positive regulation of follicle-stimulating hormone secretion","c(""GO:0032278"", ""GO:0046880"", ""GO:0046884"")"
"823","GO:0043523","0.0460237608425219","GO:BP","regulation of neuron apoptotic process","c(""GO:0042981"", ""GO:0051402"")"
"824","GO:0010754","0.0460237608425219","GO:BP","negative regulation of cGMP-mediated signaling","c(""GO:0010752"", ""GO:0019934"", ""GO:1902532"")"
"825","GO:0036305","0.0460237608425219","GO:BP","ameloblast differentiation","GO:0002065"
"826","GO:0051142","0.0460237608425219","GO:BP","positive regulation of NK T cell proliferation","c(""GO:0001866"", ""GO:0046641"", ""GO:0051135"", ""GO:0051140"")"
"827","GO:0007195","0.0460237608425219","GO:BP","adenylate cyclase-inhibiting dopamine receptor signaling pathway","c(""GO:0007193"", ""GO:0007212"")"
"828","GO:0071072","0.0460237608425219","GO:BP","negative regulation of phospholipid biosynthetic process","c(""GO:0008654"", ""GO:0051055"", ""GO:0071071"", ""GO:1903726"")"
"829","GO:0048678","0.0460237608425219","GO:BP","response to axon injury","GO:0009611"
"830","GO:0003057","0.0460237608425219","GO:BP","regulation of the force of heart contraction by chemical signal","GO:0002026"
"831","GO:0140271","0.0460237608425219","GO:BP","hexose import across plasma membrane","c(""GO:0008645"", ""GO:0098704"")"
"832","GO:0003402","0.0460237608425219","GO:BP","planar cell polarity pathway involved in axis elongation","c(""GO:0003401"", ""GO:0060071"")"
"833","GO:0007260","0.0460237608425219","GO:BP","tyrosine phosphorylation of STAT protein","c(""GO:0007259"", ""GO:0018108"")"
"834","GO:0048880","0.0460237608425219","GO:BP","sensory system development","GO:0048731"
"835","GO:1902949","0.0460237608425219","GO:BP","positive regulation of tau-protein kinase activity","c(""GO:0045860"", ""GO:1902947"")"
"836","GO:0071455","0.0460237608425219","GO:BP","cellular response to hyperoxia","c(""GO:0036295"", ""GO:0055093"", ""GO:0062197"")"
"837","GO:0071864","0.0460237608425219","GO:BP","positive regulation of cell proliferation in bone marrow","c(""GO:0008284"", ""GO:0071838"", ""GO:0071863"")"
"838","GO:0071219","0.046131923530241","GO:BP","cellular response to molecule of bacterial origin","c(""GO:0002237"", ""GO:0071216"")"
"839","GO:0006952","0.0466317344257059","GO:BP","defense response","GO:0006950"
"840","GO:0043394","0.0469808696742865","GO:MF","proteoglycan binding","c(""GO:0005515"", ""GO:0097367"")"
"841","GO:0048738","0.0470393232026684","GO:BP","cardiac muscle tissue development","c(""GO:0007507"", ""GO:0014706"")"
"842","GO:0002685","0.0470393232026684","GO:BP","regulation of leukocyte migration","c(""GO:0002682"", ""GO:0030334"", ""GO:0050900"")"
"843","GO:0071356","0.0480868062637023","GO:BP","cellular response to tumor necrosis factor","c(""GO:0034612"", ""GO:0071345"")"
"844","GO:0030099","0.0485741409552456","GO:BP","myeloid cell differentiation","c(""GO:0030097"", ""GO:0030154"")"
"845","GO:0033627","0.0486119692892146","GO:BP","cell adhesion mediated by integrin","GO:0007155"
"846","GO:0043270","0.0488763498355606","GO:BP","positive regulation of monoatomic ion transport","c(""GO:0006811"", ""GO:0043269"", ""GO:0051050"")"
"847","GO:0002573","0.0488763498355606","GO:BP","myeloid leukocyte differentiation","c(""GO:0002521"", ""GO:0030099"")"
"848","GO:0007163","0.0488763498355606","GO:BP","establishment or maintenance of cell polarity","GO:0009987"
"849","GO:0019538","0.0489209996900669","GO:BP","protein metabolic process","c(""GO:0043170"", ""GO:0044238"", ""GO:1901564"")"
"850","GO:0080135","0.0489209996900669","GO:BP","regulation of cellular response to stress","c(""GO:0033554"", ""GO:0050794"", ""GO:0080134"")"
"851","GO:0016032","0.0489209996900669","GO:BP","viral process","GO:0008150"
"852","GO:0048661","0.0492678136986176","GO:BP","positive regulation of smooth muscle cell proliferation","c(""GO:0008284"", ""GO:0048659"", ""GO:0048660"")"
"853","GO:0045650","0.0498851670402009","GO:BP","negative regulation of macrophage differentiation","c(""GO:0002762"", ""GO:0030225"", ""GO:0045649"")"
"854","GO:1903588","0.0498851670402009","GO:BP","negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","c(""GO:0001937"", ""GO:0002043"", ""GO:1903587"")"
"855","GO:0072126","0.0498851670402009","GO:BP","positive regulation of glomerular mesangial cell proliferation","c(""GO:0072110"", ""GO:0072124"", ""GO:1901724"")"
"856","GO:0038001","0.0498851670402009","GO:BP","paracrine signaling","GO:0007267"
"857","GO:0045656","0.0498851670402009","GO:BP","negative regulation of monocyte differentiation","c(""GO:0002762"", ""GO:0030224"", ""GO:0045655"")"
"858","GO:0060372","0.0498851670402009","GO:BP","regulation of atrial cardiac muscle cell membrane repolarization","c(""GO:0099623"", ""GO:0099624"")"
"859","GO:1903224","0.0498851670402009","GO:BP","regulation of endodermal cell differentiation","c(""GO:0035987"", ""GO:0045595"")"
"860","GO:0006468","0.0498851670402009","GO:BP","protein phosphorylation","c(""GO:0016310"", ""GO:0036211"")"
"861","GO:1903726","0.0498851670402009","GO:BP","negative regulation of phospholipid metabolic process","c(""GO:0006644"", ""GO:0045833"", ""GO:0045936"", ""GO:1903725"")"
"862","GO:0055006","0.0498851670402009","GO:BP","cardiac cell development","c(""GO:0035051"", ""GO:0048468"")"
"863","GO:0051140","0.0498851670402009","GO:BP","regulation of NK T cell proliferation","c(""GO:0001866"", ""GO:0046640"", ""GO:0051133"")"
"864","GO:0072007","0.0498851670402009","GO:BP","mesangial cell differentiation","c(""GO:0061005"", ""GO:1904238"")"
"865","GO:1903598","0.0498851670402009","GO:BP","positive regulation of gap junction assembly","c(""GO:0016264"", ""GO:1901890"", ""GO:1903596"")"
"866","GO:0036016","0.0498851670402009","GO:BP","cellular response to interleukin-3","c(""GO:0036015"", ""GO:0071345"")"
"867","GO:0010536","0.0498851670402009","GO:BP","positive regulation of activation of Janus kinase activity","c(""GO:0010533"", ""GO:0042976"", ""GO:0045860"", ""GO:0050731"")"
"868","GO:0036166","0.0498851670402009","GO:BP","phenotypic switching","GO:0009987"
"869","GO:0061743","0.0498851670402009","GO:BP","motor learning","GO:0007612"
"870","GO:0006869","0.0498851670402009","GO:BP","lipid transport","c(""GO:0010876"", ""GO:0071702"")"
"871","GO:0071895","0.0498851670402009","GO:BP","odontoblast differentiation","GO:0060563"
"872","GO:0048041","0.0498851670402009","GO:BP","focal adhesion assembly","c(""GO:0007044"", ""GO:0007160"")"
"873","GO:0032277","0.0498851670402009","GO:BP","negative regulation of gonadotropin secretion","c(""GO:0032274"", ""GO:0032276"", ""GO:0046888"", ""GO:0051241"")"
"874","GO:0036015","0.0498851670402009","GO:BP","response to interleukin-3","GO:0034097"
"875","GO:0032278","0.0498851670402009","GO:BP","positive regulation of gonadotropin secretion","c(""GO:0032274"", ""GO:0032276"", ""GO:0046887"", ""GO:0051240"")"
"876","GO:0008625","0.0498851670402009","GO:BP","extrinsic apoptotic signaling pathway via death domain receptors","GO:0097191"
"877","GO:2000535","0.0498851670402009","GO:BP","regulation of entry of bacterium into host cell","c(""GO:0035635"", ""GO:0052372"")"
"878","GO:1900004","0.0498851670402009","GO:BP","negative regulation of serine-type endopeptidase activity","c(""GO:0010951"", ""GO:1900003"", ""GO:1902572"")"
"879","GO:0008406","0.0498851670402009","GO:BP","gonad development","c(""GO:0045137"", ""GO:0048513"", ""GO:0048608"")"
"880","GO:2000328","0.0498851670402009","GO:BP","regulation of T-helper 17 cell lineage commitment","c(""GO:0010453"", ""GO:0072540"", ""GO:2000319"")"
"881","GO:0071863","0.0498851670402009","GO:BP","regulation of cell proliferation in bone marrow","c(""GO:0042127"", ""GO:0071838"")"
"882","GO:1900125","0.0498851670402009","GO:BP","regulation of hyaluronan biosynthetic process","c(""GO:0030213"", ""GO:0032885"", ""GO:0051171"")"
"883","GO:0036017","0.0498851670402009","GO:BP","response to erythropoietin","GO:0034097"
"884","GO:0036018","0.0498851670402009","GO:BP","cellular response to erythropoietin","c(""GO:0036017"", ""GO:0071345"")"
"885","GO:0032713","0.0498851670402009","GO:BP","negative regulation of interleukin-4 production","c(""GO:0001818"", ""GO:0032633"", ""GO:0032673"")"
"886","GO:1905770","0.0498851670402009","GO:BP","regulation of mesodermal cell differentiation","c(""GO:0045595"", ""GO:0048333"")"
"887","GO:0007188","0.0498851670402009","GO:BP","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","GO:0007186"
"888","GO:0048549","0.0498851670402009","GO:BP","positive regulation of pinocytosis","c(""GO:0006907"", ""GO:0045807"", ""GO:0048548"")"
"889","GO:1902255","0.0498851670402009","GO:BP","positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator","c(""GO:0072332"", ""GO:1901798"", ""GO:1902253"", ""GO:2001244"")"
"890","GO:0003308","0.0498851670402009","GO:BP","negative regulation of Wnt signaling pathway involved in heart development","c(""GO:0003306"", ""GO:0003307"", ""GO:0030178"", ""GO:0051093"", ""GO:0051241"")"
"891","GO:1902572","0.0498851670402009","GO:BP","negative regulation of serine-type peptidase activity","c(""GO:0010466"", ""GO:1902571"")"
"892","GO:2001033","0.0498851670402009","GO:BP","negative regulation of double-strand break repair via nonhomologous end joining","c(""GO:0006303"", ""GO:2000780"", ""GO:2001032"")"
"893","GO:1901379","0.0499023581474715","GO:BP","regulation of potassium ion transmembrane transport","c(""GO:0043266"", ""GO:0071805"", ""GO:1904062"")"
